"Uddannelsessted","url","Valgt","Nummer","Uni","Region","Startdato","Afdeling","Speciale","Uddannelsessted2","Afdeling2","Speciale2","id","Runde","Rundestart","lon","lat"
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","9. okt 10:01",284,"AU","Nord.",2016-04-01,"Klinik Medicin, Nyremedicin","Nefrologi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","13. okt 09:40",370,"KU","Nord.",2015-04-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","17. apr 15:16",324,"AU","Nord.",2015-10-01,"Klinik Medicin, Nyremedicin","Nefrologi","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","21. okt 12:41",376,"KU","Nord.",2018-04-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","11. apr 08:00",309,"SDU","Nord.",2014-09-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","17. apr 15:31",326,"SDU","Nord.",2015-09-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","25. okt 16:49",485,"SDU","Nord.",2017-03-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Aalborg Universitetshospital","Klinik Hoved - Orto - Neurologi","Neurologi",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","19. okt. 10:10",294,"KU","Nord.",2019-03-01,"Klinik Medicin, Akut og Traumecenter","Akutmedicin","Almen praksis område Syd","Almen praksis *","Almen medicin","146","Forår 19",2019-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","17. okt 11:40",76,"AU","Nord.",2018-04-01,"Klinik Medicin, Nyremedicin","Nefrologi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","13. apr 19:32",200,"AU","Nord.",2016-09-01,"Klinik Medicin, Hæmatologi","Hæmatologi","Aalborg Universitetshospital","Klinik Kvinde-Barn og Urinvejskirurgi, Urologi","Urologi",NA,"Efterår 16",2016-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","20. okt 13:21",304,"AU","Nord.",2018-03-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","6. okt 17:02",98,"SDU","Nord.",2016-03-01,"Klinik Medicin, Hæmatologi","Hæmatologi","Aalborg Universitetshospital","Klinik Kvinde-Barn og Urinvejskirurgi, Urologi","Urologi",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","8. apr 08:31",86,"AU","Nord.",2014-10-01,"Klinik Medicin, Endokrinologi","Medicinsk endokrinologi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","22. okt. 18:40",499,"AAU","Nord.",2019-03-01,"Klinik Medicin, Akut og Traumecenter","Akutmedicin","Almen praksis område Syd","Almen praksis *","Almen medicin","436","Forår 19",2019-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","18. apr 19:51",428,"SDU","Nord.",2016-10-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","24. okt 08:00",351,"AU","Nord.",2017-04-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","24. okt 08:10",500,"AU","Nord.",2018-03-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Aalborg Universitetshospital","Klinik Hoved - Orto - Neurologi","Neurologi",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v2.asp","18. apr 13:12",604,"AU","Nord.",2018-09-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Aalborg Universitetshospital","Klinik Hoved - Orto - Neurologi","Neurologi",NA,"Efterår 18",2018-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","7. apr 17:32",335,"KU","Nord.",2017-09-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Aalborg Universitetshospital","Klinik Hoved - Orto - Neurologi","Neurologi",NA,"Efterår 17",2017-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","7. apr 15:21",322,"AAU","Nord.",2017-10-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","9. okt 13:27",302,"SDU","Nord.",2016-04-01,"Klinik Medicin, Endokrinologi","Medicinsk endokrinologi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","23. okt. 15:00",553,"AU","Nord.",2019-03-01,"Klinik Medicin, Gastroenterologi","Intern medicin: gastroenterologi","Aalborg Universitetshospital - Psykiatrien","Klinik Syd","Psykiatri","51","Forår 19",2019-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","10. okt 15:21",327,"AU","Nord.",2015-03-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","4. apr 15:03",177,"AU","Nord.",2013-09-01,"Klinik Medicin, Hæmatologi","Hæmatologi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 13",2013-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","10. apr 17:53",292,"AU","Nord.",2014-10-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 14",2014-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","24. okt 19:30",421,"AU","Nord.",2017-04-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","9. okt 19:18",276,"AU","Nord.",2015-03-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","13. okt 07:50",357,"KU","Nord.",2016-04-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","20. apr 10:50",375,"KU","Nord.",2015-09-01,"Klinik Hjerte - Lunge, Lungesygdomme","Medicinske lungesygdomme","Aalborg Universitetshospital - Psykiatrien","Klinik Syd","Psykiatri",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","13. apr 09:04",0,"SDU","Nord.",2015-10-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","9. okt 08:01",134,"AU","Nord.",2014-03-01,"Klinik Medicin - Nyremedicin","Nefrologi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","8. apr 17:41",345,"AU","Nord.",2013-09-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 13",2013-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","13. okt 15:50",471,"AU","Nord.",2016-03-01,"Klinik Hjerte - Lunge, Lungesygdomme","Medicinske lungesygdomme","Aalborg Universitetshospital - Psykiatrien","Klinik Syd","Psykiatri",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","15. okt. 13:00",8,"AAU","Nord.",2019-04-01,"Klinik Medicin, Infektionsmedicin","Intern medicin: infektionsmedicin","Aalborg Universitetshospital","Klinik Hjerte- Lunge, Thoraxkirurgi","Thoraxkirurgi","335","Forår 19",2019-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","8. okt 10:32",215,"SDU","Nord.",2016-04-01,"Klinik Medicin, Infektionsmedicin","Infektionsmedicin","Aalborg Universitetshospital - Psykiatrien","Klinik Syd","Psykiatri",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","13. apr 14:40",16,"AU","Nord.",2015-09-01,"Klinik Medicin, Hæmatologi","Hæmatologi","Aalborg Universitetshospital","Klinik Kvinde-Barn og Urinvejskirurgi, Urologi","Urologi",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","23. okt 13:59",459,"SDU","Nord.",2018-03-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","8. okt 17:48",257,"KU","Nord.",2016-04-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","25. okt 10:11",445,"AU","Nord.",2017-03-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v2.asp","16. apr 18:50",482,"KU","Nord.",2018-10-01,"Klinik Medicin, Nyremedicin","Nefrologi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","8. okt 13:15",85,"AU","Nord.",2014-03-01,"Klinik Medicin, Hæmatologi","Hæmatologi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","17. apr 18:52",345,"AU","Nord.",2015-09-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","15. apr 18:40",342,"AU","Nord.",2016-10-01,"Klinik Medicin, Infektionsmedicin","Infektionsmedicin","Aalborg Universitetshospital","Klinik Hjerte- Lunge, Thoraxkirurgi","Thoraxkirurgi",NA,"Efterår 16",2016-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","7. okt 18:50",185,"AU","Nord.",2016-04-01,"Klinik Medicin, Endokrinologi","Medicinsk endokrinologi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","5. apr 09:41",219,"AU","Nord.",2013-09-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 13",2013-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","20. apr 09:00",366,"AU","Nord.",2015-09-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Aalborg Universitetshospital","Klinik Medicin, Reumatologi","Reumatologi",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","8. apr 19:14",355,"KU","Nord.",2013-09-01,"Klinik Medicin, Gastroenterologi","Medicinsk gastroenterologi","Aalborg Universitetshospital - Psykiatrien","Klinik Nord","Psykiatri",NA,"Efterår 13",2013-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 13:10",231,"AU","Nord.",2018-03-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","25. okt 09:43",442,"AU","Nord.",2017-04-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v1.asp","12. okt 17:50",402,"AU","Nord.",2016-04-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 16",2016-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","14. apr 09:21",61,"KU","Nord.",2015-10-01,"Klinik Medicin, Infektionsmedicin","Infektionsmedicin","Aalborg Universitetshospital","Klinik Hjerte- Lunge, Thoraxkirurgi","Thoraxkirurgi",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2013v2.asp","8. apr 13:00",319,"AU","Nord.",2013-10-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Efterår 13",2013-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","25. okt 20:23",507,"KU","Nord.",2017-03-01,"Klinik Hjerte - Lunge, Lungesygdomme","Medicinske lungesygdomme","Aalborg Universitetshospital - Psykiatrien","Klinik Syd","Psykiatri",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","21. okt 19:22",415,"SDU","Nord.",2018-03-01,"Klinik Medicin, Hæmatologi","Hæmatologi","Aalborg Universitetshospital","Klinik Kvinde-Barn og Urinvejskirurgi, Urologi","Urologi",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","12. apr 09:17",592,"KU","Nord.",2017-10-01,"Klinik Medicin, Nyremedicin","Nefrologi","Brønderslev Psykiatrieske Sygehus","Klinik Nord *","Psykiatri",NA,"Efterår 17",2017-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 20:51",55,"AAU","Nord.",2017-09-01,"Klinik Kirurgi - Kræft, Kirurgi","Kirurgi","Aalborg Universitetshospital","Klinik Hoved - Orto - Neurologi","Neurologi",NA,"Efterår 17",2017-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2016v2.asp","15. apr 15:21",324,"AU","Nord.",2016-09-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v2.asp","16. apr 11:00",439,"AU","Nord.",2018-10-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v1.asp","21. okt 07:50",243,"SDU","Nord.",2017-04-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2017v2.asp","8. apr 16:22",403,"AU","Nord.",2017-09-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/AJAX_Timelines.asp","22. okt. 17:10",489,"AAU","Nord.",2019-04-01,"Klinik Medicin, Akut og Traumecenter","Akutmedicin","Almen praksis område Syd","Almen praksis *","Almen medicin","160","Forår 19",2019-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v2.asp","15. apr 20:40",203,"AU","Nord.",2015-10-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","19. okt 20:02",263,"SDU","Nord.",2018-04-01,"Klinik Hjerte - Lunge, Lungesygdomme","Medicinske lungesygdomme","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v2.asp","16. apr 11:21",441,"AAU","Nord.",2018-10-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","10. okt 13:11",246,"AU","Nord.",2014-04-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v2.asp","11. apr 17:30",188,"AU","Nord.",2018-09-01,"Klinik Akut, Akut- og Traumecenter","Fælles Akutmodtagelse","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2015v1.asp","6. okt 17:22",32,"AU","Nord.",2015-03-01,"Klinik Medicin, Nyremedicin","Nefrologi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 15",2015-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v1.asp","10. okt 12:20",240,"AU","Nord.",2014-03-01,"Klinik Hoved - Orto,  Ortopædkirurgi","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis","Almen medicin",NA,"Forår 14",2014-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2018v1.asp","21. okt 17:03",402,"AU","Nord.",2018-03-01,"Klinik Hjerte - Lunge, Lungesygdomme","Medicinske lungesygdomme","Almen praksis i område Syd, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9061723,57.0381685
"Aalborg Universitetshospital","https://www.basislaege.dk/Ajax_get2014v2.asp","10. apr 19:00",299,"KU","Nord.",2014-09-01,"Klinik Hjerte - Lunge, Lungesygdomme","Medicinske lungesygdomme","Aalborg Universitetshospital - Psykiatrien","Klinik Syd","Psykiatri",NA,"Efterår 14",2014-08-01,9.9061723,57.0381685
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2018v1.asp","24. okt 18:30",562,"SDU","Nord.",2018-03-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 11:01",607,"KU","Nord.",2016-10-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2016v2.asp","21. apr 13:09",614,"KU","Nord.",2016-10-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 16",2016-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2018v1.asp","24. okt 17:47",557,"SDU","Nord.",2018-03-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2017v2.asp","10. apr 08:50",435,"AAU","Nord.",2017-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2018v1.asp","23. okt 16:43",474,"AU","Nord.",2018-04-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 18",2018-02-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2018v2.asp","18. apr 16:23",623,"KU","Nord.",2018-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2015v2.asp","21. apr 10:14",448,"KU","Nord.",2015-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2018v2.asp","18. apr 16:40",625,"SDU","Nord.",2018-10-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2017v1.asp","26. okt 15:59",559,"SDU","Nord.",2017-03-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Forår 17",2017-02-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2017v2.asp","3. apr 15:50",24,"AAU","Nord.",2017-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 17",2017-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2015v2.asp","21. apr 19:28",505,"AU","Nord.",2015-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 15",2015-08-01,9.9964626,57.4520684
"Aalborg Universitetshospital, Hjørring","https://www.basislaege.dk/Ajax_get2018v2.asp","18. apr 19:50",643,"AU","Nord.",2018-09-01,"Klinik Hoved-Orto, Ortopædkirurgi, Hjørring","Ortopædisk kirurgi","Almen praksis i område Nord, Nordjylland","Almen praksis *","Almen medicin",NA,"Efterår 18",2018-08-01,9.9964626,57.4520684
